Car_id,Date,Gender,Annual Income,Dealer_Name,Company,Model,Engine,Transmission,Color,Price ($),Body Style,Dealer_Region
C_CND_012259,03/26/2023,Male,2400000,Diehl Motor CO Inc,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Middletown
C_CND_012260,03/26/2023,Male,460000,Enterprise Rent A Car,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Red,12000,SUV,Aurora
C_CND_012261,03/26/2023,Male,13500,Clay Johnson Auto Sales,Ford,Crown Victoria,Overhead Camshaft,Manual,Pale White,20000,Passenger,Austin
C_CND_012262,03/26/2023,Female,975000,Diehl Motor CO Inc,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26000,Hatchback,Middletown
C_CND_012263,03/26/2023,Male,771000,Nebo Chevrolet,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,49000,SUV,Middletown
C_CND_012264,03/26/2023,Male,13500,Gartner Buick Hyundai Saab,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Black,18000,Sedan,Greenville
C_CND_012265,03/26/2023,Male,1420000,Hatfield Volkswagen,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Pasco
C_CND_012266,03/26/2023,Male,723000,Scrivener Performance Engineering,Plymouth,Prowler,Overhead Camshaft,Manual,Pale White,16001,Hatchback,Scottsdale
C_CND_012267,03/26/2023,Male,470000,Saab-Belle Dodge,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,41001,SUV,Aurora
C_CND_012268,03/26/2023,Male,840000,Suburban Ford,Mercedes-B,SLK230,DoubleÂ Overhead Camshaft,Auto,Black,33001,Hatchback,Middletown
C_CND_012269,03/26/2023,Male,2790000,Tri-State Mack Inc,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Red,19001,Hatchback,Aurora
C_CND_012270,03/26/2023,Male,1180000,U-Haul CO,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23001,Hatchback,Greenville
C_CND_012271,03/27/2023,Male,1085000,Tri-State Mack Inc,BMW,528i,Overhead Camshaft,Manual,Black,21501,SUV,Scottsdale
C_CND_012272,03/27/2023,Male,1300000,U-Haul CO,Audi,A4,Overhead Camshaft,Manual,Pale White,12001,Hatchback,Austin
C_CND_012273,03/27/2023,Female,1240000,Progressive Shippers Cooperative Association No,Mercury,Sable,Overhead Camshaft,Manual,Red,61001,Sedan,Janesville
C_CND_012274,03/27/2023,Male,770000,Nebo Chevrolet,Chrysler,Concorde,Overhead Camshaft,Manual,Black,18000,SUV,Middletown
C_CND_012275,03/27/2023,Male,645000,Suburban Ford,Plymouth,Breeze,Overhead Camshaft,Manual,Pale White,16000,SUV,Janesville
C_CND_012276,03/27/2023,Male,13500,Enterprise Rent A Car,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Aurora
C_CND_012277,03/27/2023,Male,13500,Gartner Buick Hyundai Saab,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,SUV,Greenville
C_CND_012278,03/27/2023,Female,1541000,Hatfield Volkswagen,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33100,Hatchback,Pasco
C_CND_012279,03/27/2023,Female,400000,C & M Motors Inc,Ford,Focus,Overhead Camshaft,Manual,Red,24000,SUV,Aurora
C_CND_012280,03/27/2023,Male,13500,Iceberg Rentals,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29000,Sedan,Janesville
C_CND_012281,03/27/2023,Male,1800000,McKinney Dodge Chrysler Jeep,Mercedes-B,CL500,Overhead Camshaft,Manual,Black,22000,SUV,Scottsdale
C_CND_012282,03/27/2023,Male,13500,Nebo Chevrolet,Volvo,S40,Overhead Camshaft,Manual,Black,36000,Sedan,Middletown
C_CND_012283,03/27/2023,Male,1130000,Scrivener Performance Engineering,Mitsubishi,Eclipse,DoubleÂ Overhead Camshaft,Auto,Black,27001,SUV,Greenville
C_CND_012284,03/27/2023,Male,800000,Buddy Storbeck's Diesel Service Inc,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Pale White,51000,SUV,Middletown
C_CND_012285,03/27/2023,Female,13500,Race Car Help,Jeep,Wrangler,Overhead Camshaft,Manual,Pale White,23001,Hatchback,Scottsdale
C_CND_012286,03/28/2023,Male,787000,Rabun Used Car Sales,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,41001,SUV,Scottsdale
C_CND_012287,03/28/2023,Male,1280000,Race Car Help,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Red,15001,Sedan,Austin
C_CND_012288,03/28/2023,Male,13500,Ryder Truck Rental and Leasing,Volvo,C70,Overhead Camshaft,Manual,Pale White,24001,Hatchback,Middletown
C_CND_012289,03/28/2023,Female,780000,Tri-State Mack Inc,Volkswagen,Beetle,DoubleÂ Overhead Camshaft,Auto,Red,45000,SUV,Austin
C_CND_012290,03/28/2023,Male,1060500,Hatfield Volkswagen,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Pale White,18050,Sedan,Pasco
C_CND_012291,03/28/2023,Female,760000,Iceberg Rentals,BMW,528i,DoubleÂ Overhead Camshaft,Auto,Pale White,62000,SUV,Janesville
C_CND_012292,03/28/2023,Male,610000,McKinney Dodge Chrysler Jeep,Oldsmobile,Silhouette,DoubleÂ Overhead Camshaft,Auto,Black,60000,Sedan,Scottsdale
C_CND_012293,03/28/2023,Female,480000,Motor Vehicle Branch Office,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,SUV,Austin
C_CND_012294,03/28/2023,Female,681500,Nebo Chevrolet,Mitsubishi,3000GT,DoubleÂ Overhead Camshaft,Auto,Red,19500,Sedan,Middletown
C_CND_012295,03/28/2023,Male,3065000,New Castle Ford Lincoln Mercury,Nissan,Xterra,DoubleÂ Overhead Camshaft,Auto,Black,9500,Passenger,Aurora
C_CND_012296,03/28/2023,Male,395000,Pars Auto Sales,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33000,Hatchback,Greenville
C_CND_012297,03/28/2023,Male,2250000,Pitre Buick-Pontiac-Gmc of Scottsdale,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26000,Sedan,Pasco
C_CND_012298,03/28/2023,Male,900000,Capitol KIA,Dodge,Caravan,Overhead Camshaft,Manual,Red,24000,SUV,Greenville
C_CND_012299,03/28/2023,Female,365000,Saab-Belle Dodge,Volvo,S40,Overhead Camshaft,Manual,Black,36001,Sedan,Middletown
C_CND_012300,03/28/2023,Female,409000,Scrivener Performance Engineering,Chevrolet,Corvette,DoubleÂ Overhead Camshaft,Auto,Pale White,25001,SUV,Aurora
C_CND_012301,03/29/2023,Female,1900000,Saab-Belle Dodge,Chrysler,LHS,Overhead Camshaft,Manual,Pale White,41001,Hatchback,Aurora
C_CND_012302,03/29/2023,Male,1075000,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Pale White,13501,Hatchback,Greenville
C_CND_012303,03/29/2023,Female,1100000,Star Enterprises Inc,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,20001,Sedan,Pasco
C_CND_012304,03/29/2023,Male,890000,Suburban Ford,Mercedes-B,SLK230,Overhead Camshaft,Manual,Pale White,14001,Hatchback,Janesville
C_CND_012305,03/29/2023,Female,975000,Tri-State Mack Inc,Honda,Accord,DoubleÂ Overhead Camshaft,Auto,Pale White,19000,Sedan,Scottsdale
C_CND_012306,03/29/2023,Male,1302000,Buddy Storbeck's Diesel Service Inc,Honda,Civic,Overhead Camshaft,Manual,Black,43201,Hatchback,Middletown
C_CND_012307,03/29/2023,Male,1050000,C & M Motors Inc,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,16001,Passenger,Aurora
C_CND_012308,03/29/2023,Male,13500,Capitol KIA,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,21001,Hatchback,Greenville
C_CND_012309,03/29/2023,Female,1298000,Chrysler of Tri-Cities,Mercury,Cougar,DoubleÂ Overhead Camshaft,Auto,Black,33800,Hatchback,Pasco
C_CND_012310,03/29/2023,Female,940000,McKinney Dodge Chrysler Jeep,Porsche,Carrera Cabrio,Overhead Camshaft,Manual,Black,22000,Passenger,Scottsdale
C_CND_012311,03/29/2023,Female,650000,Motor Vehicle Branch Office,Mercedes-B,E-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,Sedan,Austin
C_CND_012312,03/29/2023,Male,990000,Nebo Chevrolet,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Middletown
C_CND_012313,03/29/2023,Male,652000,New Castle Ford Lincoln Mercury,Mercedes-B,S-Class,DoubleÂ Overhead Camshaft,Auto,Pale White,10000,SUV,Aurora
C_CND_012314,03/29/2023,Male,953000,Pars Auto Sales,Saturn,SW,DoubleÂ Overhead Camshaft,Auto,Red,25000,Passenger,Greenville
C_CND_012315,03/29/2023,Male,468000,Pitre Buick-Pontiac-Gmc of Scottsdale,Chevrolet,Cavalier,Overhead Camshaft,Manual,Pale White,20000,SUV,Pasco
C_CND_012316,03/29/2023,Male,710000,Progressive Shippers Cooperative Association No,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Pale White,38000,Sedan,Janesville
C_CND_012317,03/29/2023,Male,13500,Rabun Used Car Sales,Volkswagen,Passat,Overhead Camshaft,Manual,Red,20000,Hatchback,Scottsdale
C_CND_012318,03/29/2023,Male,550000,Race Car Help,Acura,RL,DoubleÂ Overhead Camshaft,Auto,Black,24000,SUV,Austin
C_CND_012319,03/29/2023,Female,640000,New Castle Ford Lincoln Mercury,Cadillac,Eldorado,DoubleÂ Overhead Camshaft,Auto,Red,31000,Passenger,Aurora
C_CND_012320,03/29/2023,Female,712000,Pars Auto Sales,Honda,Civic,Overhead Camshaft,Manual,Pale White,45000,Hatchback,Greenville
C_CND_012321,03/29/2023,Male,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Chrysler,Sebring Coupe,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Sedan,Pasco
C_CND_012322,03/29/2023,Male,610000,Progressive Shippers Cooperative Association No,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,31000,SUV,Janesville
C_CND_012323,03/29/2023,Female,365000,Capitol KIA,Infiniti,I30,DoubleÂ Overhead Camshaft,Auto,Black,21000,SUV,Greenville
C_CND_012324,03/29/2023,Male,500000,Race Car Help,Dodge,Durango,Overhead Camshaft,Manual,Pale White,27000,SUV,Austin
C_CND_012325,03/29/2023,Female,800000,Ryder Truck Rental and Leasing,Honda,Odyssey,Overhead Camshaft,Manual,Pale White,27000,Passenger,Middletown
C_CND_012326,03/29/2023,Male,806500,Saab-Belle Dodge,Honda,CR-V,DoubleÂ Overhead Camshaft,Auto,Pale White,22500,SUV,Aurora
C_CND_012327,03/29/2023,Male,13500,Scrivener Performance Engineering,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Black,26000,SUV,Greenville
C_CND_012328,03/29/2023,Male,13500,Progressive Shippers Cooperative Association No,Dodge,Avenger,DoubleÂ Overhead Camshaft,Auto,Red,39000,Passenger,Janesville
C_CND_012329,03/29/2023,Male,815000,Progressive Shippers Cooperative Association No,Audi,A4,Overhead Camshaft,Manual,Pale White,12000,SUV,Janesville
C_CND_012330,03/29/2023,Female,13500,Race Car Help,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Black,23000,Hatchback,Austin
C_CND_012331,03/29/2023,Male,2490000,Ryder Truck Rental and Leasing,Volvo,C70,DoubleÂ Overhead Camshaft,Auto,Black,18000,Hatchback,Middletown
C_CND_012332,03/29/2023,Male,620000,Saab-Belle Dodge,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,15000,Sedan,Aurora
C_CND_012333,03/29/2023,Male,1750000,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Pale White,13000,Hatchback,Greenville
C_CND_012334,03/29/2023,Female,1880000,Star Enterprises Inc,Dodge,Stratus,DoubleÂ Overhead Camshaft,Auto,Red,31000,Hatchback,Pasco
C_CND_012335,03/29/2023,Male,13500,Rabun Used Car Sales,Chevrolet,Prizm,Overhead Camshaft,Manual,Pale White,22000,SUV,Austin
C_CND_012336,03/29/2023,Female,13500,Race Car Help,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,24000,SUV,Austin
C_CND_012337,03/29/2023,Male,1095000,Star Enterprises Inc,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Pale White,42501,Passenger,Greenville
C_CND_012338,03/29/2023,Female,13500,Suburban Ford,Oldsmobile,Aurora,Overhead Camshaft,Manual,Red,34001,Passenger,Pasco
C_CND_012339,03/29/2023,Male,685000,Tri-State Mack Inc,BMW,528i,Overhead Camshaft,Manual,Red,25001,SUV,Janesville
C_CND_012340,03/29/2023,Male,1000000,Hatfield Volkswagen,Nissan,Pathfinder,Overhead Camshaft,Manual,Red,11000,SUV,Pasco
C_CND_012341,03/29/2023,Male,762000,Buddy Storbeck's Diesel Service Inc,Lexus,LS400,DoubleÂ Overhead Camshaft,Auto,Black,22001,Sedan,Austin
C_CND_012342,03/29/2023,Male,1120000,C & M Motors Inc,Mitsubishi,Mirage,DoubleÂ Overhead Camshaft,Auto,Black,9001,SUV,Middletown
C_CND_012343,03/29/2023,Male,515000,Capitol KIA,Jaguar,S-Type,Overhead Camshaft,Manual,Red,21001,Passenger,Aurora
C_CND_012344,03/29/2023,Male,13500,Chrysler of Tri-Cities,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32001,Passenger,Greenville
C_CND_012345,03/29/2023,Male,650000,Chrysler Plymouth,Honda,Accord,Overhead Camshaft,Manual,Red,14001,Sedan,Pasco
C_CND_012346,03/30/2023,Male,1000000,Chrysler Plymouth,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Hatchback,Janesville
C_CND_012347,03/30/2023,Male,725000,Ryder Truck Rental and Leasing,Pontiac,Bonneville,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Middletown
C_CND_012348,03/30/2023,Male,1150000,Star Enterprises Inc,Dodge,Ram Wagon,DoubleÂ Overhead Camshaft,Auto,Black,22000,Passenger,Pasco
C_CND_012349,03/30/2023,Male,605000,U-Haul CO,Lincoln,Continental,Overhead Camshaft,Manual,Pale White,20000,Passenger,Austin
C_CND_012350,03/30/2023,Female,692000,Classic Chevy,Ford,Taurus,Overhead Camshaft,Manual,Black,43001,SUV,Janesville
C_CND_012351,03/31/2023,Male,13500,Classic Chevy,Acura,RL,Overhead Camshaft,Manual,Red,17000,SUV,Scottsdale
C_CND_012352,03/31/2023,Male,1300000,Clay Johnson Auto Sales,Toyota,Sienna,Overhead Camshaft,Manual,Black,12000,Passenger,Austin
C_CND_012353,03/31/2023,Male,1250000,Diehl Motor CO Inc,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Pale White,42000,Sedan,Middletown
C_CND_012354,03/31/2023,Male,880000,Saab-Belle Dodge,Mercury,Grand Marquis,Overhead Camshaft,Manual,Pale White,16000,SUV,Aurora
C_CND_012355,03/31/2023,Male,502000,Scrivener Performance Engineering,Saturn,LW,Overhead Camshaft,Manual,Red,49000,Hatchback,Greenville
C_CND_012356,03/31/2023,Male,395000,Race Car Help,Ford,Focus,Overhead Camshaft,Manual,Red,24000,SUV,Austin
C_CND_012357,03/31/2023,Male,850000,Suburban Ford,Ford,Expedition,Overhead Camshaft,Manual,Black,10000,SUV,Janesville
C_CND_012358,03/31/2023,Female,13500,Tri-State Mack Inc,Volkswagen,Passat,Overhead Camshaft,Manual,Pale White,12000,Hatchback,Scottsdale
C_CND_012359,03/31/2023,Female,565000,U-Haul CO,Buick,Regal,DoubleÂ Overhead Camshaft,Auto,Pale White,46000,Passenger,Austin
C_CND_012360,03/31/2023,Female,2908000,Progressive Shippers Cooperative Association No,Toyota,4Runner,DoubleÂ Overhead Camshaft,Auto,Red,35800,Sedan,Janesville
C_CND_012361,03/31/2023,Female,1805000,Rabun Used Car Sales,BMW,323i,DoubleÂ Overhead Camshaft,Auto,Black,9500,Hatchback,Scottsdale
C_CND_012362,03/31/2023,Male,1011000,Star Enterprises Inc,Plymouth,Breeze,DoubleÂ Overhead Camshaft,Auto,Red,39100,SUV,Pasco
C_CND_012363,03/31/2023,Male,13500,Clay Johnson Auto Sales,Ford,Mustang,Overhead Camshaft,Manual,Black,22001,Hatchback,Scottsdale
C_CND_012364,03/31/2023,Male,631000,Diehl Motor CO Inc,Nissan,Frontier,Overhead Camshaft,Manual,Pale White,20001,Hatchback,Austin
C_CND_012365,03/31/2023,Male,13500,Enterprise Rent A Car,Toyota,Avalon,DoubleÂ Overhead Camshaft,Auto,Pale White,18001,Sedan,Janesville
C_CND_012366,04/01/2023,Male,976000,Enterprise Rent A Car,Mitsubishi,Diamante,DoubleÂ Overhead Camshaft,Auto,Pale White,21000,Hatchback,Aurora
C_CND_012367,04/01/2023,Male,980000,Gartner Buick Hyundai Saab,Volvo,V70,DoubleÂ Overhead Camshaft,Auto,Black,39000,Passenger,Greenville
C_CND_012368,04/01/2023,Female,1120000,Hatfield Volkswagen,Nissan,Quest,Overhead Camshaft,Manual,Black,19001,SUV,Pasco
C_CND_012369,04/01/2023,Male,812500,Iceberg Rentals,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Black,26501,Hatchback,Janesville
C_CND_012370,04/01/2023,Female,1280000,McKinney Dodge Chrysler Jeep,Honda,Accord,Overhead Camshaft,Manual,Black,43000,Sedan,Scottsdale
C_CND_012371,04/01/2023,Male,990000,Motor Vehicle Branch Office,Nissan,Maxima,Overhead Camshaft,Manual,Pale White,54000,Sedan,Austin
C_CND_012372,04/01/2023,Female,1150000,Nebo Chevrolet,Dodge,Durango,DoubleÂ Overhead Camshaft,Auto,Red,22000,SUV,Middletown
C_CND_012373,04/01/2023,Male,13500,New Castle Ford Lincoln Mercury,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,SUV,Aurora
C_CND_012374,04/01/2023,Female,1060000,Pars Auto Sales,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Sedan,Greenville
C_CND_012375,04/01/2023,Male,1244000,Pitre Buick-Pontiac-Gmc of Scottsdale,Mitsubishi,Eclipse,Overhead Camshaft,Manual,Black,25400,Hatchback,Pasco
C_CND_012376,04/01/2023,Male,1100000,Progressive Shippers Cooperative Association No,Volvo,C70,Overhead Camshaft,Manual,Pale White,24000,Hatchback,Janesville
C_CND_012377,04/01/2023,Male,1475000,Rabun Used Car Sales,Chevrolet,Metro,DoubleÂ Overhead Camshaft,Auto,Pale White,19500,Passenger,Scottsdale
C_CND_012378,04/01/2023,Male,1140000,Race Car Help,Jaguar,S-Type,Overhead Camshaft,Manual,Pale White,20000,Passenger,Austin
C_CND_012379,04/01/2023,Male,833000,Ryder Truck Rental and Leasing,Chrysler,Cirrus,DoubleÂ Overhead Camshaft,Auto,Red,12000,Passenger,Middletown
C_CND_012380,04/01/2023,Female,1600000,Saab-Belle Dodge,Ford,Expedition,Overhead Camshaft,Manual,Red,22000,SUV,Aurora
C_CND_012381,04/01/2023,Male,903000,Scrivener Performance Engineering,Chevrolet,Prizm,Overhead Camshaft,Manual,Red,21000,Hatchback,Greenville
C_CND_012382,04/01/2023,Female,13500,Star Enterprises Inc,Chevrolet,Prizm,DoubleÂ Overhead Camshaft,Auto,Red,15000,Hatchback,Pasco
C_CND_012383,04/01/2023,Male,13500,Suburban Ford,Pontiac,Sunfire,Overhead Camshaft,Manual,Red,43000,Sedan,Janesville
C_CND_012384,04/01/2023,Male,1625000,Saab-Belle Dodge,Saturn,SC,Overhead Camshaft,Manual,Red,61500,SUV,Aurora
C_CND_012385,04/01/2023,Male,1270000,New Castle Ford Lincoln Mercury,Chrysler,Concorde,DoubleÂ Overhead Camshaft,Auto,Black,12000,SUV,Aurora
C_CND_012386,04/01/2023,Male,800000,Progressive Shippers Cooperative Association No,Oldsmobile,Silhouette,Overhead Camshaft,Manual,Pale White,14000,Sedan,Janesville
C_CND_012387,04/01/2023,Male,13500,Rabun Used Car Sales,Acura,TL,DoubleÂ Overhead Camshaft,Auto,Red,29000,Hatchback,Scottsdale
C_CND_012388,04/01/2023,Male,710000,Race Car Help,Mercury,Grand Marquis,Overhead Camshaft,Manual,Red,71000,SUV,Austin
C_CND_012389,04/01/2023,Female,13500,Ryder Truck Rental and Leasing,Lexus,GS300,Overhead Camshaft,Manual,Red,17000,Passenger,Middletown
C_CND_012390,04/01/2023,Male,1310000,Saab-Belle Dodge,Chrysler,300M,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,SUV,Aurora
C_CND_012391,04/01/2023,Male,438000,New Castle Ford Lincoln Mercury,Audi,A4,Overhead Camshaft,Manual,Pale White,12001,SUV,Aurora
C_CND_012392,04/01/2023,Male,735000,Star Enterprises Inc,Oldsmobile,Bravada,DoubleÂ Overhead Camshaft,Auto,Red,19000,Hatchback,Pasco
C_CND_012393,04/01/2023,Male,13500,Suburban Ford,Toyota,RAV4,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,Hatchback,Janesville
C_CND_012394,04/01/2023,Male,755000,Tri-State Mack Inc,Chevrolet,Camaro,DoubleÂ Overhead Camshaft,Auto,Red,24000,Sedan,Scottsdale
C_CND_012395,04/01/2023,Male,537000,U-Haul CO,Porsche,Carrera Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,32000,Passenger,Austin
C_CND_012396,04/01/2023,Female,625000,Ryder Truck Rental and Leasing,Mercury,Sable,DoubleÂ Overhead Camshaft,Auto,Red,39001,Sedan,Middletown
C_CND_012397,04/01/2023,Male,1343000,Saab-Belle Dodge,Toyota,Land Cruiser,DoubleÂ Overhead Camshaft,Auto,Black,21301,SUV,Aurora
C_CND_012398,04/01/2023,Male,900000,Scrivener Performance Engineering,Buick,Park Avenue,DoubleÂ Overhead Camshaft,Auto,Pale White,62001,Hatchback,Greenville
C_CND_012399,04/01/2023,Male,13500,Pars Auto Sales,Dodge,Caravan,DoubleÂ Overhead Camshaft,Auto,Black,23000,SUV,Greenville
C_CND_012400,04/01/2023,Female,758000,Progressive Shippers Cooperative Association No,Plymouth,Voyager,Overhead Camshaft,Manual,Black,75000,Passenger,Janesville
C_CND_012401,04/01/2023,Female,590000,Rabun Used Car Sales,Hyundai,Elantra,Overhead Camshaft,Manual,Red,22000,Sedan,Scottsdale
C_CND_012402,04/01/2023,Female,13500,Pitre Buick-Pontiac-Gmc of Scottsdale,Lexus,ES300,DoubleÂ Overhead Camshaft,Auto,Pale White,27000,SUV,Pasco
C_CND_012403,04/01/2023,Male,822000,Ryder Truck Rental and Leasing,Saturn,LW,DoubleÂ Overhead Camshaft,Auto,Pale White,18000,Hatchback,Middletown
C_CND_012404,04/01/2023,Male,13500,Saab-Belle Dodge,Mercury,Villager,Overhead Camshaft,Manual,Pale White,14000,Passenger,Aurora
C_CND_012405,04/01/2023,Male,980000,Scrivener Performance Engineering,Chrysler,LHS,DoubleÂ Overhead Camshaft,Auto,Pale White,20000,Hatchback,Greenville
C_CND_012406,04/01/2023,Male,535000,Progressive Shippers Cooperative Association No,Dodge,Ram Pickup,Overhead Camshaft,Manual,Pale White,16000,SUV,Janesville
C_CND_012407,04/01/2023,Female,645150,Suburban Ford,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Red,19150,SUV,Janesville
C_CND_012408,04/01/2023,Female,607000,Tri-State Mack Inc,Volkswagen,Cabrio,DoubleÂ Overhead Camshaft,Auto,Pale White,17000,Sedan,Scottsdale
C_CND_012409,04/01/2023,Male,13500,Ryder Truck Rental and Leasing,Subaru,Forester,DoubleÂ Overhead Camshaft,Auto,Red,23000,SUV,Middletown
C_CND_012410,04/01/2023,Male,670000,Buddy Storbeck's Diesel Service Inc,Plymouth,Voyager,Overhead Camshaft,Manual,Red,20000,Passenger,Middletown
C_CND_012411,04/01/2023,Male,430000,C & M Motors Inc,Cadillac,Eldorado,Overhead Camshaft,Manual,Black,29000,Passenger,Aurora
C_CND_012412,04/01/2023,Male,852500,Capitol KIA,Mercedes-B,CL500,Overhead Camshaft,Manual,Red,29500,SUV,Greenville
C_CND_012413,04/01/2023,Male,1025000,Chrysler of Tri-Cities,Toyota,Celica,DoubleÂ Overhead Camshaft,Auto,Pale White,45500,SUV,Pasco
C_CND_012414,04/01/2023,Male,540000,Chrysler Plymouth,Mitsubishi,3000GT,Overhead Camshaft,Manual,Red,24000,Sedan,Janesville
C_CND_012415,04/01/2023,Female,500000,Classic Chevy,Plymouth,Voyager,DoubleÂ Overhead Camshaft,Auto,Pale White,22000,Passenger,Scottsdale
C_CND_012416,04/01/2023,Female,625000,Clay Johnson Auto Sales,Pontiac,Grand Prix,DoubleÂ Overhead Camshaft,Auto,Red,19000,Passenger,Austin
C_CND_012417,04/01/2023,Male,1920000,Ryder Truck Rental and Leasing,Cadillac,Escalade,DoubleÂ Overhead Camshaft,Auto,Black,26001,Sedan,Middletown
C_CND_012418,04/01/2023,Female,536000,C & M Motors Inc,Volvo,S70,Overhead Camshaft,Manual,Black,22000,SUV,Aurora
C_CND_012419,04/01/2023,Male,13500,Scrivener Performance Engineering,Dodge,Ram Van,DoubleÂ Overhead Camshaft,Auto,Pale White,15001,Hatchback,Greenville
C_CND_012420,04/01/2023,Female,1292000,Star Enterprises Inc,Jeep,Cherokee,DoubleÂ Overhead Camshaft,Auto,Red,14201,Sedan,Pasco
C_CND_012421,04/01/2023,Female,1900000,Suburban Ford,Jaguar,S-Type,DoubleÂ Overhead Camshaft,Auto,Black,27001,Passenger,Janesville
C_CND_012422,04/01/2023,Male,1610000,Tri-State Mack Inc,Mitsubishi,Diamante,Overhead Camshaft,Manual,Black,22001,Hatchback,Scottsdale
C_CND_012423,04/01/2023,Male,13500,Clay Johnson Auto Sales,Chevrolet,Malibu,Overhead Camshaft,Manual,Pale White,14000,SUV,Austin
C_CND_012424,04/01/2023,Male,1615000,Buddy Storbeck's Diesel Service Inc,Volvo,S40,DoubleÂ Overhead Camshaft,Auto,Red,29500,Sedan,Middletown
C_CND_012425,04/01/2023,Female,655000,C & M Motors Inc,Toyota,Corolla,DoubleÂ Overhead Camshaft,Auto,Red,41000,Passenger,Aurora
C_CND_012426,04/01/2023,Female,2250000,Capitol KIA,Dodge,Viper,DoubleÂ Overhead Camshaft,Auto,Red,23000,SUV,Greenville
C_CND_012427,04/01/2023,Male,1830000,Chrysler of Tri-Cities,Saab,03-Sep,DoubleÂ Overhead Camshaft,Auto,Red,69001,Sedan,Pasco
C_CND_012428,04/01/2023,Male,1300000,Chrysler Plymouth,Lexus,GS400,DoubleÂ Overhead Camshaft,Auto,Black,12001,Hatchback,Janesville
C_CND_012429,04/01/2023,Male,1880000,Classic Chevy,Hyundai,Sonata,Overhead Camshaft,Manual,Black,15001,SUV,Scottsdale
C_CND_012430,04/01/2023,Male,2081000,Clay Johnson Auto Sales,BMW,528i,Overhead Camshaft,Manual,Black,21100,SUV,Austin
C_CND_012431,04/01/2023,Male,1315000,Diehl Motor CO Inc,Audi,A6,Overhead Camshaft,Manual,Pale White,14500,SUV,Middletown
C_CND_012432,04/01/2023,Male,13500,Enterprise Rent A Car,Pontiac,Grand Am,DoubleÂ Overhead Camshaft,Auto,Pale White,26000,SUV,Aurora
C_CND_012433,04/01/2023,Female,900000,Gartner Buick Hyundai Saab,Volkswagen,GTI,DoubleÂ Overhead Camshaft,Auto,Red,25000,SUV,Greenville
C_CND_012434,04/01/2023,Male,380500,Iceberg Rentals,Honda,Passport,Overhead Camshaft,Manual,Black,22500,SUV,Janesville
